1413229044,2014-10-13 12:37:24,35.26242029,-120.67770298,353918054312018,7508110439, 
1415816314,2014-11-12 10:18:34,34.2515268,-119.25571483,353918054312018,1546451028,0,0.00000
1415816315,2014-11-12 10:18:35,34.25152582,-119.25571417,353918054312018,1546451029,1,4.79236
1415816315,2014-11-12 10:18:35,34.25152582,-119.25571417,353918054312018,1546451029,0,0.00000
1415816720,2014-11-12 10:25:20,34.25137984,-119.25577604,353918054312018,1546451030,405,521.66494
1415816720,2014-11-12 10:25:20,34.25137984,-119.25577604,353918054312018,1546451030,0,0.00000
1415816724,2014-11-12 10:25:24,34.2513799,-119.25577595,353918054312018,1546451030,4,0.59091
1415816724,2014-11-12 10:25:24,34.2513799,-119.25577595,353918054312018,1546451030,0,0.00000
1415817131,2014-11-12 10:32:11,34.25120228,-119.25584668,353918054312018,1546451032,407,613.07796
1415817131,2014-11-12 10:32:11,34.25120228,-119.25584668,353918054312018,1546451032,0,0.00000
1415817132,2014-11-12 10:32:12,34.25120226,-119.25584682,353918054312018,1546451033,1,0.89416
1415817132,2014-11-12 10:32:12,34.25120226,-119.25584682,353918054312018,1546451033,0,0.00000
1415817498,2014-11-12 10:38:18,34.25101707,-119.25591,353918054312018,1546451034,366,591.39345
1415817498,2014-11-12 10:38:18,34.25101707,-119.25591,353918054312018,1546451035,0,0.00000
1415817498,2014-11-12 10:38:18,34.25101707,-119.25591,353918054312018,1546451035,0,0.00000
1415817498,2014-11-12 10:38:18,34.25101707,-119.25591,353918054312018,1546451034,0,0.00000
1415817898,2014-11-12 10:44:58,34.25086837,-119.25598017,353918054312018,1546451036,400,566.66267
1415817898,2014-11-12 10:44:58,34.25086837,-119.25598017,353918054312018,1546451036,0,0.00000
1415817899,2014-11-12 10:44:59,34.25086837,-119.25598018,353918054312018,1546451037,1,0.06378
1415817899,2014-11-12 10:44:59,34.25086837,-119.25598018,353918054312018,1546451037,0,0.00000
1415818561,2014-11-12 10:56:01,34.25064709,-119.25607077,353918054312018,1546451040,662,775.47772
1415818561,2014-11-12 10:56:01,34.25064709,-119.25607077,353918054312018,1546451040,0,0.00000
1415818562,2014-11-12 10:56:02,34.2506471,-119.25607077,353918054312018,1546451039,1,0.02337
1415818562,2014-11-12 10:56:02,34.2506471,-119.25607077,353918054312018,1546451039,0,0.00000
1415819037,2014-11-12 11:03:57,34.25041956,-119.25619073,353918054312018,1546451041,475,931.81949
1415819037,2014-11-12 11:03:57,34.25041956,-119.25619073,353918054312018,1546451041,0,0.00000
1415819038,2014-11-12 11:03:58,34.25041849,-119.25618736,353918054312018,1546451042,1,21.63923
1415819038,2014-11-12 11:03:58,34.25041849,-119.25618736,353918054312018,1546451042,0,0.00000
1415819568,2014-11-12 11:12:48,34.25021251,-119.25627908,353918054312018,1546451043,530,757.66003
1415819568,2014-11-12 11:12:48,34.25021251,-119.25627908,353918054312018,1546451043,0,0.00000
1415819569,2014-11-12 11:12:49,34.25021214,-119.25627525,353918054312018,1546451044,1,24.44343
1415819569,2014-11-12 11:12:49,34.25021214,-119.25627525,353918054312018,1546451044,0,0.00000
1415820115,2014-11-12 11:21:55,34.24997322,-119.25641687,353918054312018,1546451045,546,1061.98019
1415820115,2014-11-12 11:21:55,34.24997322,-119.25641687,353918054312018,1546451045,0,0.00000
1415820116,2014-11-12 11:21:56,34.24997315,-119.25641673,353918054312018,1546451046,1,0.90780
1415820116,2014-11-12 11:21:56,34.24997315,-119.25641673,353918054312018,1546451046,0,0.00000
1415820706,2014-11-12 11:31:46,34.24971736,-119.25653268,353918054312018,1546451047,590,951.02602
1415820706,2014-11-12 11:31:46,34.24971736,-119.25653268,353918054312018,1546451047,0,0.00000
1415820711,2014-11-12 11:31:51,34.2497167,-119.25653967,353918054312018,1546451048,5,44.60961
1415820711,2014-11-12 11:31:51,34.2497167,-119.25653967,353918054312018,1546451048,0,0.00000
1415821281,2014-11-12 11:41:21,34.24949324,-119.25660722,353918054312018,1546451049,570,677.12519
1415821281,2014-11-12 11:41:21,34.24949324,-119.25660722,353918054312018,1546451049,0,0.00000
1415821282,2014-11-12 11:41:22,34.24949325,-119.25660721,353918054312018,1546451050,1,0.06793
1415821282,2014-11-12 11:41:22,34.24949325,-119.25660721,353918054312018,1546451050,0,0.00000
1415821858,2014-11-12 11:50:58,34.2492627,-119.25671654,353918054312018,1546451051,576,881.32223
1415821858,2014-11-12 11:50:58,34.2492627,-119.25671654,353918054312018,1546451051,0,0.00000
1415821860,2014-11-12 11:51:00,34.24926268,-119.25671666,353918054312018,1546451052,2,0.76680
1415821860,2014-11-12 11:51:00,34.24926268,-119.25671666,353918054312018,1546451052,0,0.00000
1415822077,2014-11-12 11:54:37,34.24918298,-119.25675853,353918054312018,1546451053,217,325.62353
1415822077,2014-11-12 11:54:37,34.24918298,-119.25675853,353918054312018,1546451053,0,0.00000
1415824674,2014-11-12 12:37:54,34.24912101,-119.25677643,353918054312018,1546451054,2597,184.45021
1415824674,2014-11-12 12:37:54,34.24912101,-119.25677643,353918054312018,1546451054,0,0.00000
1415825338,2014-11-12 12:48:58,34.24885414,-119.25689207,353918054312018,1546451056,664,966.04040
1415825338,2014-11-12 12:48:58,34.24885414,-119.25689207,353918054312018,1546451056,0,0.00000
1415825339,2014-11-12 12:48:59,34.24885411,-119.25689209,353918054312018,1546451055,1,0.14557
1415825339,2014-11-12 12:48:59,34.24885411,-119.25689209,353918054312018,1546451055,0,0.00000
1415825847,2014-11-12 12:57:27,34.24877314,-119.25732683,353918054312018,1546451058,508,2779.26902
1415825847,2014-11-12 12:57:27,34.24877314,-119.25732683,353918054312018,1546451058,0,0.00000
1415825849,2014-11-12 12:57:29,34.24877315,-119.25732682,353918054312018,1546451057,2,0.06793
1415825849,2014-11-12 12:57:29,34.24877315,-119.25732682,353918054312018,1546451057,0,0.00000
1415978117,2014-11-14 07:15:17,34.24624231,-119.25636988,353918054312018,1562230251,152268,8501.01511
1415978117,2014-11-14 07:15:17,34.24624231,-119.25636988,353918054312018,1562230251,0,0.00000
1415979367,2014-11-14 07:36:07,34.25007287,-119.2551106,353918054312018,1546451064,1250,12029.74389
1415979367,2014-11-14 07:36:07,34.25007287,-119.2551106,353918054312018,1546451064,0,0.00000
1415979369,2014-11-14 07:36:09,34.25007287,-119.25511057,353918054312018,1546451063,2,0.19134
1415979369,2014-11-14 07:36:09,34.25007287,-119.25511057,353918054312018,1546451063,0,0.00000
1415980027,2014-11-14 07:47:07,34.25022502,-119.25501883,353918054312018,1546451066,658,684.73815
1415980027,2014-11-14 07:47:07,34.25022502,-119.25501883,353918054312018,1546451066,0,0.00000
1415980029,2014-11-14 07:47:09,34.25022508,-119.2550188,353918054312018,1546451065,2,0.23724
1415980029,2014-11-14 07:47:09,34.25022508,-119.2550188,353918054312018,1546451065,0,0.00000
1415980714,2014-11-14 07:58:34,34.25024577,-119.25474985,353918054312018,1546451068,685,1716.07164
1415980714,2014-11-14 07:58:34,34.25024577,-119.25474985,353918054312018,1546451068,0,0.00000
1415980716,2014-11-14 07:58:36,34.25024386,-119.25475454,353918054312018,1546451067,2,30.24464
1415980716,2014-11-14 07:58:36,34.25024386,-119.25475454,353918054312018,1546451067,0,0.00000
1415981975,2014-11-14 08:19:35,34.25002325,-119.25481827,353918054312018,1546451069,1259,656.62535
1415981975,2014-11-14 08:19:35,34.25002325,-119.25481827,353918054312018,1546451069,0,0.00000
1415981977,2014-11-14 08:19:37,34.25002325,-119.25481827,353918054312018,1546451070,2,0.00000
1415981977,2014-11-14 08:19:37,34.25002325,-119.25481827,353918054312018,1546451070,0,0.00000
1415981979,2014-11-14 08:19:39,34.25002326,-119.25481826,353918054312018,1546451071,2,0.06793
1415981979,2014-11-14 08:19:39,34.25002326,-119.25481826,353918054312018,1546451071,0,0.00000
1415982770,2014-11-14 08:32:50,34.2501447,-119.25444464,353918054312018,1546451073,791,2399.83443
1415982770,2014-11-14 08:32:50,34.2501447,-119.25444464,353918054312018,1546451073,0,0.00000
1415982775,2014-11-14 08:32:55,34.25014152,-119.25444472,353918054312018,1546451072,5,7.45091
1415982775,2014-11-14 08:32:55,34.25014152,-119.25444472,353918054312018,1546451072,0,0.00000
1415983307,2014-11-14 08:41:47,34.24996008,-119.25452098,353918054312018,1546451074,532,645.34048
1415983307,2014-11-14 08:41:47,34.24996008,-119.25452098,353918054312018,1546451074,0,0.00000
1415985205,2014-11-14 09:13:25,34.24978499,-119.25458449,353918054312018,1546451076,1898,575.85067
1415985205,2014-11-14 09:13:25,34.24978499,-119.25458449,353918054312018,1546451076,0,0.00000
1415985206,2014-11-14 09:13:26,34.24978502,-119.25458445,353918054312018,1546451075,1,0.26459
1415985206,2014-11-14 09:13:26,34.24978502,-119.25458445,353918054312018,1546451075,0,0.00000
1415986169,2014-11-14 09:29:29,34.25000667,-119.25414327,353918054312018,1546451079,963,2861.19489
1415986169,2014-11-14 09:29:29,34.25000667,-119.25414327,353918054312018,1546451079,0,0.00000
1415986170,2014-11-14 09:29:30,34.2500068,-119.25414376,353918054312018,1546451078,1,3.14001
1415986170,2014-11-14 09:29:30,34.2500068,-119.25414376,353918054312018,1546451078,0,0.00000
1415987107,2014-11-14 09:45:07,34.24981696,-119.25425132,353918054312018,1546451080,937,817.04759
1415987107,2014-11-14 09:45:07,34.24981696,-119.25425132,353918054312018,1546451080,0,0.00000
1415987108,2014-11-14 09:45:08,34.24981487,-119.25424971,353918054312018,1546451081,1,11.37174
1415987108,2014-11-14 09:45:08,34.24981487,-119.25424971,353918054312018,1546451081,0,0.00000
1415988641,2014-11-14 10:10:41,34.24996522,-119.25397863,353918054312018,1546451082,1533,1764.33530
1415988641,2014-11-14 10:10:41,34.24996522,-119.25397863,353918054312018,1546451082,0,0.00000
1415988642,2014-11-14 10:10:42,34.24996522,-119.25397863,353918054312018,1546451083,1,0.00000
1415988642,2014-11-14 10:10:42,34.24996522,-119.25397863,353918054312018,1546451083,0,0.00000
1415988643,2014-11-14 10:10:43,34.24996519,-119.25397862,353918054312018,1546451084,1,0.09479
1415988643,2014-11-14 10:10:43,34.24996519,-119.25397862,353918054312018,1546451084,0,0.00000
1415989123,2014-11-14 10:18:43,34.25003174,-119.2539024,353918054312018,1546451085,480,510.42308
1415989123,2014-11-14 10:18:43,34.25003174,-119.2539024,353918054312018,1546451085,0,0.00000
1415990172,2014-11-14 10:36:12,34.24983616,-119.25365038,353918054312018,1546451086,1049,1671.16210
1415990172,2014-11-14 10:36:12,34.24983616,-119.25365038,353918054312018,1546451086,0,0.00000
1415990199,2014-11-14 10:36:39,34.24982838,-119.25363701,353918054312018,1546451087,27,87.19297
1415990199,2014-11-14 10:36:39,34.24982838,-119.25363701,353918054312018,1546451087,0,0.00000
1415990756,2014-11-14 10:45:56,34.24974746,-119.25366368,353918054312018,1546451088,557,254.39555
1415990756,2014-11-14 10:45:56,34.24974746,-119.25366368,353918054312018,1546451088,0,0.00000
1415991265,2014-11-14 10:54:25,34.24951891,-119.25378642,353918054312018,1546451089,509,947.78539
1415991265,2014-11-14 10:54:25,34.24951891,-119.25378642,353918054312018,1546451089,0,0.00000
1415991855,2014-11-14 11:04:15,34.24986384,-119.2532963,353918054312018,1546451090,590,3228.35087
1415991855,2014-11-14 11:04:15,34.24986384,-119.2532963,353918054312018,1546451090,0,0.00000
1415992330,2014-11-14 11:12:10,34.24976526,-119.2533398,353918054312018,1546451091,475,360.66717
1415992330,2014-11-14 11:12:10,34.24976526,-119.2533398,353918054312018,1546451091,0,0.00000
1415992941,2014-11-14 11:22:21,34.24959117,-119.25344025,353918054312018,1546451092,611,759.00490
1415992941,2014-11-14 11:22:21,34.24959117,-119.25344025,353918054312018,1546451092,0,0.00000
1415993557,2014-11-14 11:32:37,34.24980748,-119.25329644,353918054312018,1546451093,616,1047.38099
1415993557,2014-11-14 11:32:37,34.24980748,-119.25329644,353918054312018,1546451093,0,0.00000
1415994266,2014-11-14 11:44:26,34.24940682,-119.25309414,353918054312018,1546451094,709,1594.39075
1415994266,2014-11-14 11:44:26,34.24940682,-119.25309414,353918054312018,1546451094,0,0.00000
1416062389,2014-11-15 06:39:49,34.24806749,-119.25511875,353918054312018,1546451138,68123,13287.35828
1416062389,2014-11-15 06:39:49,34.24806749,-119.25511875,353918054312018,1546451138,0,0.00000
1416062779,2014-11-15 06:46:19,34.24766507,-119.25562857,353918054312018,1546451139,390,3385.06624
1416062779,2014-11-15 06:46:19,34.24766507,-119.25562857,353918054312018,1546451139,0,0.00000
1416063060,2014-11-15 06:51:00,34.24766649,-119.25562791,353918054312018,1546451140,281,5.36125
1416063060,2014-11-15 06:51:00,34.24766649,-119.25562791,353918054312018,1546451140,0,0.00000
1416063530,2014-11-15 06:58:50,34.2477614,-119.2555653,353918054312018,1546451141,470,456.84621
1416063530,2014-11-15 06:58:50,34.2477614,-119.2555653,353918054312018,1546451141,0,0.00000
1416063808,2014-11-15 07:03:28,34.24779513,-119.2555564,353918054312018,1546451142,278,97.16745
1416063808,2014-11-15 07:03:28,34.24779513,-119.2555564,353918054312018,1546451142,0,0.00000
1416064169,2014-11-15 07:09:29,34.24783185,-119.25553542,353918054312018,1546451143,361,158.98575
1416064169,2014-11-15 07:09:29,34.24783185,-119.25553542,353918054312018,1546451143,0,0.00000
1416064826,2014-11-15 07:20:26,34.24794938,-119.25550131,353918054312018,1546451144,657,350.48410
1416064826,2014-11-15 07:20:26,34.24794938,-119.25550131,353918054312018,1546451144,0,0.00000
1416064960,2014-11-15 07:22:40,34.24796808,-119.25547953,353918054312018,1546451145,134,145.63269
1416064960,2014-11-15 07:22:40,34.24796808,-119.25547953,353918054312018,1546451145,0,0.00000
1416065299,2014-11-15 07:28:19,34.24800682,-119.25546736,353918054312018,1546451146,339,119.28434
1416065299,2014-11-15 07:28:19,34.24800682,-119.25546736,353918054312018,1546451146,0,0.00000
1416065718,2014-11-15 07:35:18,34.24806453,-119.25544149,353918054312018,1546451147,419,213.14389
1416065718,2014-11-15 07:35:18,34.24806453,-119.25544149,353918054312018,1546451147,0,0.00000
1416066126,2014-11-15 07:42:06,34.24811539,-119.25542074,353918054312018,1546451148,408,177.91803
1416066126,2014-11-15 07:42:06,34.24811539,-119.25542074,353918054312018,1546451148,0,0.00000
1416066549,2014-11-15 07:49:09,34.24822847,-119.2557608,353918054312018,1546451149,423,2184.99000
1416066549,2014-11-15 07:49:09,34.24822847,-119.2557608,353918054312018,1546451149,0,0.00000
1416066940,2014-11-15 07:55:40,34.24781632,-119.25593996,353918054312018,1546451150,391,1494.75584
1416066940,2014-11-15 07:55:40,34.24781632,-119.25593996,353918054312018,1546451150,0,0.00000
1416067255,2014-11-15 08:00:55,34.24787918,-119.25591801,353918054312018,1546451151,315,202.97663
1416067255,2014-11-15 08:00:55,34.24787918,-119.25591801,353918054312018,1546451151,0,0.00000
1416067590,2014-11-15 08:06:30,34.2479372,-119.25589391,353918054312018,1546451152,335,205.00928
1416067590,2014-11-15 08:06:30,34.2479372,-119.25589391,353918054312018,1546451152,0,0.00000
1416068005,2014-11-15 08:13:25,34.24801404,-119.2558615,353918054312018,1546451153,415,273.87151
1416068005,2014-11-15 08:13:25,34.24801404,-119.2558615,353918054312018,1546451153,0,0.00000
1416068350,2014-11-15 08:19:10,34.24808697,-119.25583967,353918054312018,1546451154,345,220.13518
1416068350,2014-11-15 08:19:10,34.24808697,-119.25583967,353918054312018,1546451154,0,0.00000
1416068688,2014-11-15 08:24:48,34.24811883,-119.25582003,353918054312018,1546451155,338,145.73944
1416068688,2014-11-15 08:24:48,34.24811883,-119.25582003,353918054312018,1546451155,0,0.00000
1416069077,2014-11-15 08:31:17,34.24819725,-119.25579281,353918054312018,1546451156,389,252.49904
1416069077,2014-11-15 08:31:17,34.24819725,-119.25579281,353918054312018,1546451156,0,0.00000
1416070850,2014-11-15 09:00:50,34.24827446,-119.2560722,353918054312018,1546451157,1773,1791.09693
1416070850,2014-11-15 09:00:50,34.24827446,-119.2560722,353918054312018,1546451157,0,0.00000
1416071176,2014-11-15 09:06:16,34.24821525,-119.2560959,353918054312018,1546451158,326,204.96933
1416071176,2014-11-15 09:06:16,34.24821525,-119.2560959,353918054312018,1546451158,0,0.00000
1416071335,2014-11-15 09:08:55,34.24821009,-119.25609752,353918054312018,1546451159,159,15.88386
1416071335,2014-11-15 09:08:55,34.24821009,-119.25609752,353918054312018,1546451159,0,0.00000
1416071652,2014-11-15 09:14:12,34.24807542,-119.2561567,353918054312018,1546451160,317,491.53432
1416071652,2014-11-15 09:14:12,34.24807542,-119.2561567,353918054312018,1546451160,0,0.00000
1416071682,2014-11-15 09:14:42,34.24818783,-119.25610905,353918054312018,1546451161,30,401.78957
1416071682,2014-11-15 09:14:42,34.24818783,-119.25610905,353918054312018,1546451161,0,0.00000
1416071688,2014-11-15 09:14:48,34.24818545,-119.25610852,353918054312018,1546451162,6,6.51068
1416071688,2014-11-15 09:14:48,34.24818545,-119.25610852,353918054312018,1546451162,0,0.00000
1416072005,2014-11-15 09:20:05,34.24811938,-119.25605982,353918054312018,1546451163,317,346.90271
1416072005,2014-11-15 09:20:05,34.24811938,-119.25605982,353918054312018,1546451163,0,0.00000
1416072169,2014-11-15 09:22:49,34.24809438,-119.2560417,353918054312018,1546451164,164,129.51070
1416072169,2014-11-15 09:22:49,34.24809438,-119.2560417,353918054312018,1546451164,0,0.00000
1416072673,2014-11-15 09:31:13,34.24696751,-119.25545831,353918054312018,1546451165,504,4559.27944
1416072673,2014-11-15 09:31:13,34.24696751,-119.25545831,353918054312018,1546451165,0,0.00000
1416072922,2014-11-15 09:35:22,34.24691611,-119.25548526,353918054312018,1546451166,249,209.73878
1416072922,2014-11-15 09:35:22,34.24691611,-119.25548526,353918054312018,1546451166,0,0.00000
1416073166,2014-11-15 09:39:26,34.24689347,-119.25549612,353918054312018,1546451167,244,87.17893
1416073166,2014-11-15 09:39:26,34.24689347,-119.25549612,353918054312018,1546451167,0,0.00000
1416073554,2014-11-15 09:45:54,34.24682126,-119.25552943,353918054312018,1546451168,388,271.37637
1416073554,2014-11-15 09:45:54,34.24682126,-119.25552943,353918054312018,1546451168,0,0.00000
1416073816,2014-11-15 09:50:16,34.24679285,-119.25552972,353918054312018,1546451169,262,66.45523
1416073816,2014-11-15 09:50:16,34.24679285,-119.25552972,353918054312018,1546451169,0,0.00000
1416074119,2014-11-15 09:55:19,34.24672133,-119.25556231,353918054312018,1546451170,303,266.78311
1416074119,2014-11-15 09:55:19,34.24672133,-119.25556231,353918054312018,1546451170,0,0.00000
1416074517,2014-11-15 10:01:57,34.24663623,-119.25559412,353918054312018,1546451171,398,284.18128
1416074517,2014-11-15 10:01:57,34.24663623,-119.25559412,353918054312018,1546451171,0,0.00000
1416074781,2014-11-15 10:06:21,34.24659388,-119.25561444,353918054312018,1546451172,264,163.10468
1416074781,2014-11-15 10:06:21,34.24659388,-119.25561444,353918054312018,1546451172,0,0.00000
1416075018,2014-11-15 10:10:18,34.24654799,-119.25563209,353918054312018,1546451173,237,155.52163
1416075018,2014-11-15 10:10:18,34.24654799,-119.25563209,353918054312018,1546451173,0,0.00000
1416075357,2014-11-15 10:15:57,34.2464832,-119.25566348,353918054312018,1546451174,339,251.06834
1416075357,2014-11-15 10:15:57,34.2464832,-119.25566348,353918054312018,1546451174,0,0.00000
1416075642,2014-11-15 10:20:42,34.24642552,-119.25568452,353918054312018,1546451175,285,190.26132
1416075642,2014-11-15 10:20:42,34.24642552,-119.25568452,353918054312018,1546451175,0,0.00000
1416075930,2014-11-15 10:25:30,34.24633254,-119.25571991,353918054312018,1546451176,288,313.40161
1416075930,2014-11-15 10:25:30,34.24633254,-119.25571991,353918054312018,1546451176,0,0.00000
1416076252,2014-11-15 10:30:52,34.24631957,-119.256034,353918054312018,1546451177,322,2003.52699
1416076252,2014-11-15 10:30:52,34.24631957,-119.256034,353918054312018,1546451177,0,0.00000
1416076520,2014-11-15 10:35:20,34.24638076,-119.25601571,353918054312018,1546451178,268,184.61095
1416076520,2014-11-15 10:35:20,34.24638076,-119.25601571,353918054312018,1546451178,0,0.00000
1416076556,2014-11-15 10:35:56,34.24631759,-119.2560608,353918054312018,1546451179,36,323.30517
1416076556,2014-11-15 10:35:56,34.24631759,-119.2560608,353918054312018,1546451179,0,0.00000
1416076986,2014-11-15 10:43:06,34.24646752,-119.25600231,353918054312018,1546451180,430,511.93785
1416076986,2014-11-15 10:43:06,34.24646752,-119.25600231,353918054312018,1546451180,0,0.00000
1416077017,2014-11-15 10:43:37,34.24646755,-119.2560022,353918054312018,1546451181,31,0.70509
1416077017,2014-11-15 10:43:37,34.24646755,-119.2560022,353918054312018,1546451181,0,0.00000
1416077460,2014-11-15 10:51:00,34.24701118,-119.25633112,353918054312018,1546451182,443,2452.94388
1416077460,2014-11-15 10:51:00,34.24701118,-119.25633112,353918054312018,1546451182,0,0.00000
1416077726,2014-11-15 10:55:26,34.24696789,-119.25634714,353918054312018,1546451183,266,143.82574
1416077726,2014-11-15 10:55:26,34.24696789,-119.25634714,353918054312018,1546451183,0,0.00000
1416077996,2014-11-15 10:59:56,34.24691832,-119.25636663,353918054312018,1546451184,270,169.96120
1416077996,2014-11-15 10:59:56,34.24691832,-119.25636663,353918054312018,1546451184,0,0.00000
1416078282,2014-11-15 11:04:42,34.24684713,-119.25638823,353918054312018,1546451185,286,216.07437
1416078282,2014-11-15 11:04:42,34.24684713,-119.25638823,353918054312018,1546451185,0,0.00000
1416078776,2014-11-15 11:12:56,34.2467541,-119.256444,353918054312018,1546451186,494,416.94741
1416078776,2014-11-15 11:12:56,34.2467541,-119.256444,353918054312018,1546451186,0,0.00000
1416079020,2014-11-15 11:17:00,34.24669402,-119.25645841,353918054312018,1546451187,244,167.87655
1416079020,2014-11-15 11:17:00,34.24669402,-119.25645841,353918054312018,1546451187,0,0.00000
1416079345,2014-11-15 11:22:25,34.24663233,-119.25649058,353918054312018,1546451188,325,250.81419
1416079345,2014-11-15 11:22:25,34.24663233,-119.25649058,353918054312018,1546451188,0,0.00000
1416079607,2014-11-15 11:26:47,34.24657878,-119.25651259,353918054312018,1546451189,262,188.11149
1416079607,2014-11-15 11:26:47,34.24657878,-119.25651259,353918054312018,1546451189,0,0.00000
1416079985,2014-11-15 11:33:05,34.24649794,-119.25657395,353918054312018,1546451190,378,434.61986
1416079985,2014-11-15 11:33:05,34.24649794,-119.25657395,353918054312018,1546451190,0,0.00000
1416080249,2014-11-15 11:37:29,34.24642854,-119.25658774,353918054312018,1546451191,264,184.58163
1416080249,2014-11-15 11:37:29,34.24642854,-119.25658774,353918054312018,1546451191,0,0.00000
1416080518,2014-11-15 11:41:58,34.24634925,-119.25660628,353918054312018,1546451192,269,219.90565
1416080518,2014-11-15 11:41:58,34.24634925,-119.25660628,353918054312018,1546451192,0,0.00000
1416581397,2014-11-21 06:49:57,34.24763779,-119.25643351,353918054312018,1546451365,500879,3208.06252
1416581397,2014-11-21 06:49:57,34.24763779,-119.25643351,353918054312018,1546451365,0,0.00000
1416582425,2014-11-21 07:07:05,34.24799484,-119.25627703,353918054312018,1546451366,1028,1301.14436
1416582425,2014-11-21 07:07:05,34.24799484,-119.25627703,353918054312018,1546451366,0,0.00000
1416582988,2014-11-21 07:16:28,34.24815593,-119.25619606,353918054312018,1546451367,563,639.18027
1416582988,2014-11-21 07:16:28,34.24815593,-119.25619606,353918054312018,1546451367,0,0.00000
1416583688,2014-11-21 07:28:08,34.24856158,-119.25598267,353918054312018,1546451368,700,1658.85607
1416583688,2014-11-21 07:28:08,34.24856158,-119.25598267,353918054312018,1546451368,0,0.00000
1416584278,2014-11-21 07:37:58,34.24882795,-119.25584378,353918054312018,1546451369,590,1082.83655
1416584278,2014-11-21 07:37:58,34.24882795,-119.25584378,353918054312018,1546451369,0,0.00000
1416584864,2014-11-21 07:47:44,34.24907862,-119.25578856999999,353918054312018,1546451370,586,683.67655
1416584864,2014-11-21 07:47:44,34.24907862,-119.25578856999999,353918054312018,1546451370,0,0.00000
1416585419,2014-11-21 07:56:59,34.249516559999996,-119.25559984,353918054312018,1546451371,555,1580.22819
1416585419,2014-11-21 07:56:59,34.249516559999996,-119.25559984,353918054312018,1546451371,0,0.00000
1416585920,2014-11-21 08:05:20,34.24966876,-119.25549956,353918054312018,1546451372,501,731.89572
1416585920,2014-11-21 08:05:20,34.24966876,-119.25549956,353918054312018,1546451372,0,0.00000
1416586484,2014-11-21 08:14:44,34.24985712,-119.25544989,353918054312018,1546451373,564,542.43953
1416586484,2014-11-21 08:14:44,34.24985712,-119.25544989,353918054312018,1546451373,0,0.00000
1416587072,2014-11-21 08:24:32,34.25018235,-119.25528007,353918054312018,1546451374,588,1323.30979
1416587072,2014-11-21 08:24:32,34.25018235,-119.25528007,353918054312018,1546451374,0,0.00000
1416587910,2014-11-21 08:38:30,34.25045138,-119.2551624,353918054312018,1546451376,838,979.14967
1416587910,2014-11-21 08:38:30,34.25045138,-119.2551624,353918054312018,1546451376,0,0.00000
1416589719,2014-11-21 09:08:39,34.25060464,-119.25508523,353918054312018,1546451377,1809,608.76551
1416589719,2014-11-21 09:08:39,34.25060464,-119.25508523,353918054312018,1546451377,0,0.00000
1416590142,2014-11-21 09:15:42,34.25073309,-119.255028,353918054312018,1546451378,423,472.63666
1416590142,2014-11-21 09:15:42,34.25073309,-119.255028,353918054312018,1546451378,0,0.00000
1416590530,2014-11-21 09:22:10,34.25103847,-119.25491308,353918054312018,1546451379,388,1023.10781
1416590530,2014-11-21 09:22:10,34.25103847,-119.25491308,353918054312018,1546451379,0,0.00000
1416590917,2014-11-21 09:28:37,34.25115029,-119.25485259,353918054312018,1546451380,387,466.00532
1416590917,2014-11-21 09:28:37,34.25115029,-119.25485259,353918054312018,1546451380,0,0.00000
1416591326,2014-11-21 09:35:26,34.25139912,-119.25470401,353918054312018,1546451381,409,1111.89400
1416591326,2014-11-21 09:35:26,34.25139912,-119.25470401,353918054312018,1546451381,0,0.00000
1416591895,2014-11-21 09:44:55,34.25162617,-119.25566798,353918054312018,1546451382,569,6171.15666
1416591895,2014-11-21 09:44:55,34.25162617,-119.25566798,353918054312018,1546451382,0,0.00000
1416592223,2014-11-21 09:50:23,34.25155993,-119.25571057,353918054312018,1546451383,328,312.66461
1416592223,2014-11-21 09:50:23,34.25155993,-119.25571057,353918054312018,1546451383,0,0.00000
1416592574,2014-11-21 09:56:14,34.25141415,-119.25576242,353918054312018,1546451384,351,474.82716
1416592574,2014-11-21 09:56:14,34.25141415,-119.25576242,353918054312018,1546451384,0,0.00000
1416592951,2014-11-21 10:02:31,34.25124221,-119.25584202,353918054312018,1546451385,377,647.50342
1416592951,2014-11-21 10:02:31,34.25124221,-119.25584202,353918054312018,1546451385,0,0.00000
1416593402,2014-11-21 10:10:02,34.25109476,-119.25589636,353918054312018,1546451386,451,488.77299
1416593402,2014-11-21 10:10:02,34.25109476,-119.25589636,353918054312018,1546451386,0,0.00000
1416593802,2014-11-21 10:16:42,34.25090591,-119.25597372,353918054312018,1546451387,400,662.04139
1416593802,2014-11-21 10:16:42,34.25090591,-119.25597372,353918054312018,1546451387,0,0.00000
1416594243,2014-11-21 10:24:03,34.25061778,-119.25612048,353918054312018,1546451389,441,1153.15539
1416594243,2014-11-21 10:24:03,34.25061778,-119.25612048,353918054312018,1546451389,0,0.00000
1416594691,2014-11-21 10:31:31,34.25053128,-119.25618437,353918054312018,1546451390,448,454.90070
1416594691,2014-11-21 10:31:31,34.25053128,-119.25618437,353918054312018,1546451390,0,0.00000
1416595115,2014-11-21 10:38:35,34.25035119,-119.25622118,353918054312018,1546451391,424,482.00288
1416595115,2014-11-21 10:38:35,34.25035119,-119.25622118,353918054312018,1546451391,0,0.00000
1416595549,2014-11-21 10:45:49,34.25014257,-119.25632587,353918054312018,1546451392,434,826.83877
